transaction_id,customer_id,merchant_id,amount,transaction_time,is_fraudulent,card_type,location,purchase_category,customer_age,transaction_description
471,1739,2595,8119.61,2023-05-16 14:49:00,0,Visa,Chicago,Restaurant,58,Purchase at Merchant-2595
472,1886,2933,6587.16,2023-04-26 15:44:00,0,Visa,New York,Pharmacy,42,Purchase at Merchant-2933
473,1343,2242,5464.01,2023-07-20 12:52:00,0,Amex,New York,Pharmacy,25,Purchase at Merchant-2242
474,1112,2376,3119.3,2023-02-06 09:49:00,0,Discover,New York,Grocery Store,32,Purchase at Merchant-2376
475,1389,2550,5300.85,2023-06-10 22:29:00,0,Amex,New York,Pharmacy,33,Purchase at Merchant-2550
476,1431,2007,2207.67,2023-10-27 03:24:00,0,Amex,Boston,Gas Station,57,Purchase at Merchant-2007
477,1086,2285,4175.37,2023-11-15 18:03:00,0,Discover,New York,Grocery Store,66,Purchase at Merchant-2285
478,1610,2729,8732.7,2023-09-27 14:16:00,0,Visa,San Francisco,Restaurant,64,Purchase at Merchant-2729
479,1332,2261,6024.0,2023-07-15 16:23:00,0,MasterCard,New York,Grocery Store,24,Purchase at Merchant-2261
480,1375,2946,8976.12,2023-09-14 20:28:00,0,Visa,San Francisco,Restaurant,42,Purchase at Merchant-2946
481,1572,2463,6768.23,2023-06-25 17:44:00,0,Amex,Los Angeles,Online Shopping,29,Purchase at Merchant-2463
482,1754,2964,8115.28,2023-04-21 03:20:00,0,MasterCard,Chicago,Pharmacy,34,Purchase at Merchant-2964
483,1459,2794,8584.6,2023-09-13 14:11:00,0,MasterCard,San Francisco,Online Shopping,69,Purchase at Merchant-2794
484,1006,2449,8342.14,2023-12-29 21:11:00,0,Discover,New York,Restaurant,74,Purchase at Merchant-2449
485,1291,2309,6814.69,2023-08-21 22:40:00,0,MasterCard,New York,Gas Station,57,Purchase at Merchant-2309
486,1362,2656,5557.75,2023-02-14 09:17:00,0,Discover,Los Angeles,Pharmacy,51,Purchase at Merchant-2656
487,1752,2174,1278.82,2023-10-15 03:21:00,0,MasterCard,New York,Grocery Store,33,Purchase at Merchant-2174
488,1733,2264,4226.65,2023-10-02 02:04:00,0,Visa,San Francisco,Restaurant,69,Purchase at Merchant-2264
489,1697,2694,612.0,2023-05-02 19:43:00,0,Visa,Chicago,Restaurant,18,Purchase at Merchant-2694
490,1917,2005,7937.41,2023-08-16 06:56:00,0,Discover,New York,Pharmacy,19,Purchase at Merchant-2005
491,1165,2874,4792.62,2023-07-24 19:23:00,0,Amex,San Francisco,Online Shopping,74,Purchase at Merchant-2874
492,1543,2818,638.66,2023-12-15 16:35:00,0,MasterCard,San Francisco,Restaurant,59,Purchase at Merchant-2818
493,1624,2507,8767.86,2023-11-22 03:31:00,0,Visa,Chicago,Pharmacy,73,Purchase at Merchant-2507
494,1607,2334,1003.23,2023-02-20 07:02:00,0,Visa,Boston,Pharmacy,68,Purchase at Merchant-2334
495,1885,2706,8310.75,2023-12-01 12:29:00,0,MasterCard,New York,Online Shopping,50,Purchase at Merchant-2706
496,1785,2771,4509.71,2023-05-21 20:53:00,0,Discover,Los Angeles,Online Shopping,67,Purchase at Merchant-2771
497,1255,2511,13.53,2023-05-27 17:42:00,0,Amex,New York,Pharmacy,41,Purchase at Merchant-2511
498,1652,2605,5384.16,2023-01-07 20:41:00,0,Amex,Los Angeles,Online Shopping,64,Purchase at Merchant-2605
499,1741,2760,8213.16,2023-11-16 15:57:00,0,MasterCard,Chicago,Grocery Store,63,Purchase at Merchant-2760
500,1173,2826,6894.04,2023-09-04 07:18:00,0,Visa,New York,Grocery Store,69,Purchase at Merchant-2826
501,1795,2185,7715.4,2023-07-26 17:27:00,0,Visa,New York,Online Shopping,69,Purchase at Merchant-2185
502,1042,2509,3167.35,2023-06-24 10:35:00,0,Visa,San Francisco,Gas Station,62,Purchase at Merchant-2509
503,1917,2673,8133.19,2023-10-28 08:44:00,0,Amex,New York,Pharmacy,50,Purchase at Merchant-2673
504,1159,2331,3822.15,2023-10-18 00:45:00,0,Amex,Boston,Grocery Store,24,Purchase at Merchant-2331
505,1846,2501,5387.75,2023-06-18 22:11:00,0,MasterCard,Boston,Online Shopping,53,Purchase at Merchant-2501
506,1112,2826,5440.64,2023-07-21 09:38:00,0,MasterCard,Boston,Gas Station,38,Purchase at Merchant-2826
507,1346,2649,9767.73,2023-12-02 02:05:00,0,Amex,Chicago,Restaurant,49,Purchase at Merchant-2649
508,1628,2689,7799.73,2023-09-21 12:59:00,1,Discover,Los Angeles,Online Shopping,55,Purchase at Merchant-2689
509,1898,2475,3144.39,2023-02-12 10:28:00,0,Amex,Los Angeles,Pharmacy,75,Purchase at Merchant-2475
510,1216,2177,2693.54,2023-08-07 07:05:00,0,MasterCard,New York,Grocery Store,47,Purchase at Merchant-2177
511,1481,2960,4359.47,2023-05-26 18:32:00,0,Discover,San Francisco,Pharmacy,41,Purchase at Merchant-2960
512,1039,2969,7889.66,2023-05-29 19:49:00,0,Discover,San Francisco,Gas Station,62,Purchase at Merchant-2969
513,1312,2856,5442.35,2023-07-09 00:30:00,0,MasterCard,New York,Online Shopping,65,Purchase at Merchant-2856
514,1306,2925,6772.91,2023-11-27 12:33:00,0,MasterCard,Los Angeles,Grocery Store,67,Purchase at Merchant-2925
515,1173,2198,2329.19,2023-02-16 22:54:00,0,Amex,Los Angeles,Online Shopping,36,Purchase at Merchant-2198
516,1329,2904,9689.57,2023-12-03 19:16:00,0,MasterCard,Chicago,Online Shopping,19,Purchase at Merchant-2904
517,1334,2019,9410.14,2023-12-08 07:49:00,0,MasterCard,Chicago,Grocery Store,45,Purchase at Merchant-2019
518,1097,2084,8112.54,2023-08-22 12:45:00,0,MasterCard,San Francisco,Pharmacy,46,Purchase at Merchant-2084
519,1609,2001,1796.19,2023-09-28 04:14:00,0,Visa,Chicago,Online Shopping,20,Purchase at Merchant-2001
520,1047,2601,3621.9,2023-02-19 18:46:00,0,Discover,Los Angeles,Restaurant,26,Purchase at Merchant-2601
521,1185,2696,7618.52,2023-10-05 08:57:00,0,Amex,Boston,Grocery Store,71,Purchase at Merchant-2696
522,1539,2872,2147.49,2023-03-26 15:05:00,0,Visa,New York,Grocery Store,62,Purchase at Merchant-2872
523,1878,2599,803.61,2023-09-13 00:47:00,0,MasterCard,Chicago,Online Shopping,39,Purchase at Merchant-2599
524,1538,2632,3265.03,2023-10-07 14:28:00,0,Discover,San Francisco,Pharmacy,55,Purchase at Merchant-2632
525,1764,2164,6694.61,2023-04-22 16:59:00,0,MasterCard,New York,Restaurant,41,Purchase at Merchant-2164
526,1670,2904,2061.85,2023-10-18 06:01:00,0,Discover,San Francisco,Grocery Store,72,Purchase at Merchant-2904
527,1961,2997,9768.48,2023-05-30 01:54:00,0,Visa,New York,Restaurant,25,Purchase at Merchant-2997
528,1316,2964,6378.29,2023-05-23 12:59:00,0,Amex,New York,Online Shopping,75,Purchase at Merchant-2964
529,1815,2319,6633.04,2023-09-11 05:55:00,0,Amex,Boston,Restaurant,60,Purchase at Merchant-2319
530,1621,2426,1418.03,2023-09-10 19:13:00,0,Discover,New York,Restaurant,41,Purchase at Merchant-2426
531,1159,2897,8808.58,2023-05-28 01:42:00,0,MasterCard,Boston,Pharmacy,71,Purchase at Merchant-2897
532,1642,2987,5676.36,2023-12-26 00:50:00,0,Visa,Chicago,Grocery Store,61,Purchase at Merchant-2987
533,1212,2720,2372.26,2023-07-20 03:00:00,0,Discover,Chicago,Pharmacy,60,Purchase at Merchant-2720
534,1807,2635,711.52,2023-09-26 21:37:00,0,MasterCard,Los Angeles,Grocery Store,51,Purchase at Merchant-2635
535,1314,2153,2181.52,2023-06-16 03:47:00,0,Discover,New York,Restaurant,49,Purchase at Merchant-2153
536,1269,2806,6788.9,2023-06-13 10:46:00,0,Visa,San Francisco,Online Shopping,64,Purchase at Merchant-2806
537,1110,2958,73.53,2023-09-28 11:09:00,0,Amex,San Francisco,Grocery Store,65,Purchase at Merchant-2958
538,1440,2516,61.21,2023-10-13 18:14:00,0,Amex,Chicago,Gas Station,56,Purchase at Merchant-2516
539,1630,2164,8164.65,2023-04-12 23:21:00,0,Amex,San Francisco,Gas Station,29,Purchase at Merchant-2164
540,1411,2931,3385.1,2023-07-10 04:11:00,0,MasterCard,Chicago,Gas Station,23,Purchase at Merchant-2931
541,1448,2699,6967.42,2023-03-07 04:43:00,0,MasterCard,Chicago,Pharmacy,62,Purchase at Merchant-2699
542,1186,2702,5404.44,2023-11-14 02:28:00,0,MasterCard,New York,Pharmacy,22,Purchase at Merchant-2702
543,1493,2510,9641.53,2023-06-01 01:12:00,0,MasterCard,San Francisco,Restaurant,29,Purchase at Merchant-2510
544,1415,2969,2201.15,2023-02-21 03:37:00,0,MasterCard,Los Angeles,Grocery Store,48,Purchase at Merchant-2969
545,1538,2256,9619.4,2023-02-06 17:19:00,0,Visa,Chicago,Gas Station,70,Purchase at Merchant-2256
546,1786,2740,1365.03,2023-08-04 09:37:00,0,Visa,San Francisco,Online Shopping,32,Purchase at Merchant-2740
547,1656,2351,3762.24,2023-02-17 18:05:00,0,Visa,New York,Restaurant,41,Purchase at Merchant-2351
548,1446,2683,1452.72,2023-02-14 10:58:00,0,Discover,San Francisco,Grocery Store,57,Purchase at Merchant-2683
549,1955,2180,8679.56,2023-04-26 17:51:00,0,Visa,Boston,Grocery Store,68,Purchase at Merchant-2180
550,1676,2950,1516.9,2023-10-13 12:12:00,0,MasterCard,Chicago,Grocery Store,36,Purchase at Merchant-2950
551,1519,2726,4772.5,2023-02-10 13:56:00,0,MasterCard,Boston,Pharmacy,56,Purchase at Merchant-2726
552,1072,2543,6943.89,2023-05-19 14:32:00,0,Amex,San Francisco,Pharmacy,68,Purchase at Merchant-2543
553,1579,2245,7716.24,2023-02-07 17:05:00,0,Visa,Los Angeles,Grocery Store,49,Purchase at Merchant-2245
554,1831,2266,7434.19,2023-09-06 16:40:00,0,Visa,San Francisco,Restaurant,30,Purchase at Merchant-2266
555,1296,2455,3136.9,2023-04-12 14:34:00,0,Amex,Boston,Gas Station,44,Purchase at Merchant-2455
556,1777,2613,6425.32,2023-11-30 23:21:00,0,Visa,Chicago,Pharmacy,43,Purchase at Merchant-2613
557,1266,2492,5899.06,2023-01-23 10:11:00,1,Discover,San Francisco,Pharmacy,45,Purchase at Merchant-2492
558,1653,2809,3604.42,2023-10-16 05:41:00,0,Discover,Los Angeles,Pharmacy,32,Purchase at Merchant-2809
559,1040,2372,8648.56,2023-09-05 21:51:00,0,Visa,Boston,Restaurant,52,Purchase at Merchant-2372
560,1592,2822,8011.34,2023-08-17 03:49:00,0,Amex,Los Angeles,Gas Station,48,Purchase at Merchant-2822
561,1800,2763,1962.15,2023-11-08 08:27:00,0,MasterCard,Chicago,Restaurant,43,Purchase at Merchant-2763
562,1872,2386,3800.21,2023-03-25 14:12:00,0,Discover,Chicago,Restaurant,54,Purchase at Merchant-2386
563,1381,2407,2242.41,2023-08-13 18:09:00,0,Visa,Chicago,Online Shopping,44,Purchase at Merchant-2407
564,1184,2821,468.54,2023-04-06 22:43:00,0,Amex,San Francisco,Pharmacy,55,Purchase at Merchant-2821
565,1204,2300,1778.27,2023-01-17 21:07:00,0,Amex,San Francisco,Gas Station,63,Purchase at Merchant-2300
566,1141,2641,8749.49,2023-11-23 22:09:00,0,Amex,Los Angeles,Restaurant,75,Purchase at Merchant-2641
567,1667,2983,4842.81,2023-04-02 22:13:00,0,Discover,New York,Grocery Store,65,Purchase at Merchant-2983
568,1754,2649,7686.22,2023-08-10 01:39:00,0,Amex,Los Angeles,Restaurant,69,Purchase at Merchant-2649
569,1682,2053,5203.84,2023-05-04 16:39:00,0,Discover,New York,Grocery Store,60,Purchase at Merchant-2053
570,1483,2872,3065.81,2023-04-07 21:58:00,0,Discover,San Francisco,Online Shopping,18,Purchase at Merchant-2872
571,1095,2436,5494.74,2023-01-27 15:42:00,0,Visa,San Francisco,Grocery Store,44,Purchase at Merchant-2436
572,1970,2287,1047.96,2023-09-29 23:12:00,0,Discover,Chicago,Pharmacy,67,Purchase at Merchant-2287
573,1814,2367,787.61,2023-07-11 21:06:00,0,Discover,San Francisco,Online Shopping,67,Purchase at Merchant-2367
574,1611,2386,1842.97,2023-04-16 19:07:00,0,Visa,Los Angeles,Gas Station,39,Purchase at Merchant-2386
575,1300,2434,9648.43,2023-08-07 02:14:00,0,MasterCard,New York,Grocery Store,74,Purchase at Merchant-2434
576,1002,2965,3913.45,2023-05-23 07:58:00,0,Amex,Los Angeles,Online Shopping,32,Purchase at Merchant-2965
577,1148,2302,5693.8,2023-06-16 14:09:00,0,MasterCard,Chicago,Online Shopping,57,Purchase at Merchant-2302
578,1508,2601,8745.27,2023-10-04 06:15:00,0,Discover,Los Angeles,Restaurant,32,Purchase at Merchant-2601
579,1372,2898,3658.08,2023-08-30 16:03:00,0,MasterCard,Chicago,Restaurant,22,Purchase at Merchant-2898
580,1201,2578,7714.72,2023-05-01 04:56:00,0,Discover,New York,Online Shopping,75,Purchase at Merchant-2578
581,1038,2927,6918.76,2023-10-25 05:29:00,0,MasterCard,San Francisco,Restaurant,68,Purchase at Merchant-2927
582,1409,2080,3024.63,2023-03-23 00:59:00,0,Visa,New York,Online Shopping,48,Purchase at Merchant-2080
583,1668,2120,4106.21,2023-10-23 05:24:00,0,Discover,Los Angeles,Restaurant,61,Purchase at Merchant-2120
584,1834,2444,5027.59,2023-10-14 05:58:00,0,Discover,San Francisco,Pharmacy,20,Purchase at Merchant-2444
585,1388,2980,5269.0,2023-01-02 03:02:00,0,Visa,New York,Online Shopping,50,Purchase at Merchant-2980
586,1681,2062,9088.93,2023-11-20 16:24:00,0,MasterCard,Boston,Pharmacy,30,Purchase at Merchant-2062
587,1072,2391,4707.05,2023-09-21 07:56:00,0,Visa,New York,Gas Station,60,Purchase at Merchant-2391
588,1418,2504,730.09,2023-11-19 19:04:00,0,Visa,Chicago,Grocery Store,30,Purchase at Merchant-2504
589,1610,2016,8074.31,2023-02-23 14:33:00,0,Visa,Boston,Grocery Store,43,Purchase at Merchant-2016
590,1505,2776,4889.4,2023-11-14 14:35:00,0,Amex,Los Angeles,Gas Station,38,Purchase at Merchant-2776
591,1463,2451,4217.79,2023-05-01 12:00:00,0,Amex,Chicago,Gas Station,22,Purchase at Merchant-2451
592,1742,2836,6516.05,2023-04-08 18:33:00,0,MasterCard,Los Angeles,Restaurant,49,Purchase at Merchant-2836
593,1812,2498,9619.29,2023-10-04 16:34:00,1,Visa,Chicago,Gas Station,45,Purchase at Merchant-2498
594,1023,2548,9752.89,2023-06-10 00:25:00,0,Discover,Boston,Gas Station,34,Purchase at Merchant-2548
595,1895,2309,683.86,2023-07-28 23:49:00,0,Amex,San Francisco,Restaurant,36,Purchase at Merchant-2309
596,1332,2980,713.72,2023-02-07 16:21:00,0,Amex,Boston,Grocery Store,19,Purchase at Merchant-2980
597,1084,2585,9262.08,2023-08-21 01:09:00,0,Amex,New York,Online Shopping,20,Purchase at Merchant-2585
598,1504,2801,4345.1,2023-10-09 01:51:00,0,Discover,San Francisco,Online Shopping,24,Purchase at Merchant-2801
599,1678,2417,2319.71,2023-03-16 07:22:00,0,MasterCard,San Francisco,Online Shopping,67,Purchase at Merchant-2417
600,1975,2779,9146.36,2023-03-20 16:44:00,0,MasterCard,New York,Grocery Store,21,Purchase at Merchant-2779
601,1012,2490,9309.55,2023-05-19 00:02:00,0,Discover,Los Angeles,Gas Station,62,Purchase at Merchant-2490
602,1966,2876,9660.3,2023-01-20 20:38:00,0,Amex,New York,Pharmacy,65,Purchase at Merchant-2876
603,1417,2604,7536.05,2023-09-07 23:23:00,0,Discover,Los Angeles,Gas Station,54,Purchase at Merchant-2604
604,1273,2603,7608.9,2023-10-23 21:34:00,0,Amex,New York,Grocery Store,62,Purchase at Merchant-2603
605,1947,2236,6520.82,2023-10-30 07:49:00,0,Amex,San Francisco,Pharmacy,30,Purchase at Merchant-2236
606,1801,2827,9477.17,2023-06-10 10:59:00,0,Visa,New York,Grocery Store,53,Purchase at Merchant-2827
607,1031,2231,3648.56,2023-04-21 11:47:00,0,Amex,Los Angeles,Gas Station,62,Purchase at Merchant-2231
608,1312,2343,2621.35,2023-07-06 16:57:00,0,Amex,Chicago,Pharmacy,62,Purchase at Merchant-2343
609,1303,2832,5270.43,2023-01-02 06:22:00,0,Visa,San Francisco,Online Shopping,29,Purchase at Merchant-2832
610,1799,2090,8686.5,2023-01-08 07:33:00,0,Discover,San Francisco,Gas Station,64,Purchase at Merchant-2090
611,1892,2815,5555.34,2023-07-03 13:51:00,0,Amex,San Francisco,Grocery Store,27,Purchase at Merchant-2815
612,1581,2060,590.17,2023-01-08 00:14:00,0,MasterCard,Los Angeles,Online Shopping,48,Purchase at Merchant-2060
613,1656,2428,4351.8,2023-01-13 11:32:00,0,Visa,New York,Grocery Store,59,Purchase at Merchant-2428
614,1747,2073,60.57,2023-11-15 08:17:00,0,Discover,Boston,Grocery Store,36,Purchase at Merchant-2073
615,1873,2796,1760.58,2023-05-15 02:38:00,0,Visa,San Francisco,Restaurant,57,Purchase at Merchant-2796
616,1784,2913,3719.82,2023-04-17 01:13:00,0,Discover,Boston,Pharmacy,69,Purchase at Merchant-2913
617,1327,2376,8719.65,2023-07-17 11:51:00,0,Visa,New York,Gas Station,35,Purchase at Merchant-2376
618,1607,2609,3900.76,2023-08-26 08:51:00,0,Amex,Los Angeles,Restaurant,69,Purchase at Merchant-2609
619,1993,2203,6413.1,2023-01-16 14:10:00,0,Visa,New York,Restaurant,28,Purchase at Merchant-2203
620,1790,2703,6615.41,2023-08-02 16:59:00,0,Discover,Chicago,Restaurant,47,Purchase at Merchant-2703
621,1766,2544,6721.65,2023-01-10 02:26:00,0,Visa,Chicago,Gas Station,61,Purchase at Merchant-2544
622,1827,2289,5680.06,2023-08-18 06:46:00,0,Visa,Los Angeles,Restaurant,22,Purchase at Merchant-2289
623,1001,2813,387.57,2023-04-30 06:23:00,0,Amex,Los Angeles,Restaurant,49,Purchase at Merchant-2813
624,1860,2992,552.37,2023-01-07 03:09:00,0,Discover,Chicago,Grocery Store,35,Purchase at Merchant-2992
625,1046,2846,1922.28,2023-06-20 11:19:00,0,MasterCard,New York,Restaurant,45,Purchase at Merchant-2846
626,1161,2413,1332.8,2023-09-06 06:56:00,0,Amex,Chicago,Online Shopping,72,Purchase at Merchant-2413
627,1477,2535,1766.8,2023-08-18 14:04:00,0,Visa,New York,Pharmacy,19,Purchase at Merchant-2535
628,1491,2260,2098.13,2023-04-07 12:13:00,0,Visa,Boston,Grocery Store,38,Purchase at Merchant-2260
629,1916,2650,5861.74,2023-11-01 14:49:00,0,Amex,San Francisco,Restaurant,19,Purchase at Merchant-2650
630,1339,2933,4059.93,2023-07-21 19:54:00,0,Amex,Chicago,Gas Station,62,Purchase at Merchant-2933
631,1957,2610,6167.32,2023-11-04 07:43:00,0,MasterCard,San Francisco,Grocery Store,57,Purchase at Merchant-2610
632,1911,2930,3397.71,2023-10-10 12:50:00,0,Discover,New York,Gas Station,56,Purchase at Merchant-2930
633,1346,2020,3703.16,2023-10-15 12:54:00,0,Amex,New York,Grocery Store,22,Purchase at Merchant-2020
634,1386,2307,6346.2,2023-02-06 06:27:00,0,MasterCard,New York,Restaurant,49,Purchase at Merchant-2307
635,1482,2065,4691.26,2023-04-22 13:01:00,0,Amex,Boston,Restaurant,44,Purchase at Merchant-2065
636,1326,2360,1641.72,2023-08-21 09:55:00,0,Visa,Chicago,Gas Station,54,Purchase at Merchant-2360
637,1818,2920,6440.33,2023-05-02 00:38:00,0,Visa,Boston,Online Shopping,41,Purchase at Merchant-2920
638,1206,2728,7111.05,2023-03-29 22:19:00,0,Visa,San Francisco,Online Shopping,35,Purchase at Merchant-2728
639,1540,2810,4003.13,2023-11-26 17:14:00,0,MasterCard,New York,Grocery Store,23,Purchase at Merchant-2810
640,1749,2112,1392.93,2023-07-19 02:14:00,0,Amex,New York,Online Shopping,41,Purchase at Merchant-2112
641,1786,2853,8109.79,2023-11-28 05:40:00,0,Amex,San Francisco,Online Shopping,48,Purchase at Merchant-2853
642,1862,2556,426.17,2023-01-29 16:43:00,0,Visa,Chicago,Restaurant,74,Purchase at Merchant-2556
643,1976,2061,1118.53,2023-06-05 08:49:00,0,Visa,Los Angeles,Gas Station,54,Purchase at Merchant-2061
644,1990,2858,5985.93,2023-02-06 14:35:00,0,Amex,Chicago,Grocery Store,51,Purchase at Merchant-2858
645,1738,2834,1145.56,2023-06-16 22:28:00,0,Discover,Los Angeles,Restaurant,70,Purchase at Merchant-2834
646,1476,2699,6584.47,2023-08-18 07:43:00,0,Amex,San Francisco,Online Shopping,49,Purchase at Merchant-2699
647,1962,2693,6853.24,2023-12-24 14:02:00,0,Visa,Chicago,Grocery Store,37,Purchase at Merchant-2693
648,1517,2895,9407.97,2023-05-07 04:33:00,0,Discover,New York,Online Shopping,62,Purchase at Merchant-2895
649,1663,2847,1462.66,2023-09-20 01:40:00,0,Amex,Chicago,Restaurant,25,Purchase at Merchant-2847
650,1066,2537,8161.31,2023-05-29 08:02:00,0,Discover,Chicago,Gas Station,65,Purchase at Merchant-2537
651,1739,2352,2175.51,2023-11-04 20:16:00,0,Visa,Los Angeles,Restaurant,50,Purchase at Merchant-2352
652,1477,2806,7419.01,2023-09-18 10:57:00,0,MasterCard,Los Angeles,Gas Station,45,Purchase at Merchant-2806
653,1756,2781,9966.09,2023-09-26 19:53:00,0,Visa,Los Angeles,Pharmacy,29,Purchase at Merchant-2781
654,1010,2500,1505.33,2023-09-19 19:57:00,0,MasterCard,Chicago,Grocery Store,49,Purchase at Merchant-2500
655,1428,2608,5466.05,2023-01-02 18:18:00,0,Discover,Los Angeles,Gas Station,65,Purchase at Merchant-2608
656,1476,2355,3334.96,2023-08-14 00:06:00,0,Discover,San Francisco,Restaurant,56,Purchase at Merchant-2355
657,1781,2102,7438.52,2023-02-08 21:31:00,0,Amex,San Francisco,Online Shopping,37,Purchase at Merchant-2102
658,1522,2124,6504.51,2023-10-15 12:12:00,0,Visa,Los Angeles,Grocery Store,68,Purchase at Merchant-2124
659,1904,2833,2587.57,2023-08-02 06:10:00,0,Discover,New York,Gas Station,32,Purchase at Merchant-2833
660,1131,2619,449.73,2023-02-17 14:57:00,0,Discover,Los Angeles,Grocery Store,74,Purchase at Merchant-2619
661,1977,2844,6827.26,2023-06-23 18:43:00,0,Visa,Boston,Online Shopping,24,Purchase at Merchant-2844
662,1036,2223,9701.0,2023-06-29 12:56:00,0,MasterCard,Boston,Gas Station,47,Purchase at Merchant-2223
663,1422,2728,5639.14,2023-09-23 08:32:00,0,Amex,San Francisco,Gas Station,50,Purchase at Merchant-2728
664,1306,2478,450.67,2023-01-27 11:10:00,0,Discover,Chicago,Grocery Store,52,Purchase at Merchant-2478
665,1660,2530,6334.97,2023-06-29 09:25:00,0,MasterCard,New York,Grocery Store,43,Purchase at Merchant-2530
666,1775,2757,1859.32,2023-06-20 23:49:00,0,Amex,New York,Grocery Store,61,Purchase at Merchant-2757
667,1676,2771,8139.84,2023-06-23 08:24:00,0,Discover,Boston,Grocery Store,27,Purchase at Merchant-2771
668,1010,2074,6402.59,2023-02-18 12:44:00,0,Discover,Chicago,Gas Station,46,Purchase at Merchant-2074
669,1139,2736,371.99,2023-08-01 03:07:00,0,Discover,Chicago,Gas Station,24,Purchase at Merchant-2736
670,1378,2885,7921.64,2023-10-26 03:15:00,0,Discover,New York,Restaurant,69,Purchase at Merchant-2885
671,1132,2560,1013.65,2023-10-22 22:59:00,0,Discover,Boston,Gas Station,37,Purchase at Merchant-2560
672,1562,2363,2750.88,2023-08-31 21:58:00,0,Amex,Los Angeles,Gas Station,24,Purchase at Merchant-2363
673,1457,2447,2581.15,2023-12-28 04:36:00,0,Amex,New York,Restaurant,28,Purchase at Merchant-2447
674,1559,2716,9373.67,2023-04-28 02:29:00,0,Amex,Los Angeles,Grocery Store,31,Purchase at Merchant-2716
675,1663,2448,9988.84,2023-07-09 00:55:00,0,MasterCard,Los Angeles,Grocery Store,70,Purchase at Merchant-2448
676,1003,2945,6175.24,2023-09-20 18:02:00,0,MasterCard,Chicago,Grocery Store,41,Purchase at Merchant-2945
677,1904,2541,6546.12,2023-01-10 13:46:00,0,Visa,Chicago,Online Shopping,65,Purchase at Merchant-2541
678,1593,2703,9236.13,2023-06-28 15:53:00,0,Amex,San Francisco,Pharmacy,19,Purchase at Merchant-2703
679,1502,2609,3702.53,2023-01-03 02:48:00,0,Discover,Los Angeles,Pharmacy,18,Purchase at Merchant-2609
680,1809,2923,9168.86,2023-07-08 05:27:00,0,Discover,San Francisco,Pharmacy,40,Purchase at Merchant-2923
681,1271,2276,2062.78,2023-07-12 21:39:00,0,Amex,New York,Restaurant,43,Purchase at Merchant-2276
682,1507,2396,6457.91,2023-09-26 03:50:00,0,Amex,Los Angeles,Online Shopping,50,Purchase at Merchant-2396
683,1469,2990,1634.2,2023-03-06 05:06:00,0,MasterCard,San Francisco,Restaurant,38,Purchase at Merchant-2990
684,1462,2361,8186.7,2023-08-15 21:25:00,0,Discover,San Francisco,Online Shopping,66,Purchase at Merchant-2361
685,1525,2168,8673.66,2023-07-29 23:29:00,0,MasterCard,Boston,Gas Station,52,Purchase at Merchant-2168
686,1696,2011,3622.49,2023-03-28 09:04:00,0,Visa,San Francisco,Pharmacy,69,Purchase at Merchant-2011
687,1066,2543,61.2,2023-07-04 20:41:00,0,Discover,Boston,Pharmacy,54,Purchase at Merchant-2543
688,1582,2694,2651.72,2023-07-31 23:29:00,0,MasterCard,Boston,Grocery Store,19,Purchase at Merchant-2694
689,1168,2279,442.33,2023-06-26 18:49:00,0,MasterCard,Los Angeles,Online Shopping,44,Purchase at Merchant-2279
690,1293,2680,8813.57,2023-03-31 21:05:00,0,Visa,San Francisco,Pharmacy,61,Purchase at Merchant-2680
691,1112,2598,3067.6,2023-04-10 03:24:00,0,Amex,Los Angeles,Grocery Store,43,Purchase at Merchant-2598
692,1976,2533,524.48,2023-04-01 17:35:00,0,Visa,Los Angeles,Online Shopping,55,Purchase at Merchant-2533
693,1048,2589,5287.87,2023-11-28 17:18:00,0,MasterCard,San Francisco,Online Shopping,61,Purchase at Merchant-2589
694,1766,2692,8230.89,2023-04-28 10:10:00,0,Visa,New York,Online Shopping,73,Purchase at Merchant-2692
695,1446,2996,9431.71,2023-02-23 02:46:00,1,Discover,San Francisco,Online Shopping,24,Purchase at Merchant-2996
696,1093,2130,1539.03,2023-11-25 19:45:00,0,Amex,Boston,Online Shopping,20,Purchase at Merchant-2130
697,1408,2900,9956.82,2023-10-29 15:16:00,0,Visa,Boston,Online Shopping,50,Purchase at Merchant-2900
698,1899,2949,4358.35,2023-01-17 17:57:00,0,Amex,New York,Grocery Store,61,Purchase at Merchant-2949
699,1199,2506,9787.06,2023-02-12 19:03:00,0,Visa,New York,Restaurant,53,Purchase at Merchant-2506
700,1499,2291,7748.69,2023-07-03 10:59:00,0,Amex,San Francisco,Online Shopping,28,Purchase at Merchant-2291
701,1351,2454,5551.55,2023-04-29 15:17:00,0,MasterCard,Chicago,Restaurant,32,Purchase at Merchant-2454
702,1405,2882,7902.89,2023-03-22 11:38:00,0,MasterCard,Chicago,Online Shopping,67,Purchase at Merchant-2882
703,1502,2472,9087.2,2023-07-29 09:25:00,0,Amex,Los Angeles,Pharmacy,54,Purchase at Merchant-2472
704,1486,2466,1183.94,2023-05-14 08:23:00,0,MasterCard,San Francisco,Restaurant,45,Purchase at Merchant-2466
705,1941,2986,9355.42,2023-02-12 15:06:00,0,Amex,New York,Gas Station,62,Purchase at Merchant-2986
706,1381,2713,7701.34,2023-07-25 03:56:00,0,Amex,Los Angeles,Gas Station,51,Purchase at Merchant-2713
